Article,Triplet,Title,Head,Relation,Tail
Article 255  Rules and procedure on the audit,"('the union', 'external auditor', 'its')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,the union,external auditor,its
Article 255  Rules and procedure on the audit,"('court of auditors', 'external auditor', 'court of auditors')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,court of auditors,external auditor,court of auditors
Article 257  Court of Auditors’ right of access,"('the unions', 'external auditor', 'court of auditors')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,the unions,external auditor,court of auditors
Article 257  Court of Auditors’ right of access,"('unions', 'external auditor', 'court of auditors')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,unions,external auditor,court of auditors
Article 257  Court of Auditors’ right of access,"('whose', 'external auditor', 'court of auditors')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,whose,external auditor,court of auditors
Article 257  Court of Auditors’ right of access,"('whose', 'external auditor', 'article 255')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,whose,external auditor,article 255
Article 259  Special reports of the Court of Auditors,"('tfeu', 'country', 'european union')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,tfeu,country,european union
Article 259  Special reports of the Court of Auditors,"('union', 'external auditor', 'court of auditors in general')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,union,external auditor,court of auditors in general
Article 262  Follow-up measures,"('union', 'legislative body', 'european parliaments')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,union,legislative body,european parliaments
Article 264  General provisions,"('administrative appropriations', 'instance of', 'titles')",TITLE XV ADMINISTRATIVE APPROPRIATIONS,administrative appropriations,instance of,titles
Article 266  Specific provisions regarding building projects,"('building projects', 'instance of', 'building projects')",TITLE XV ADMINISTRATIVE APPROPRIATIONS,building projects,instance of,building projects
Article 266  Specific provisions regarding building projects,"('building projects', 'part of', 'building projects')",TITLE XV ADMINISTRATIVE APPROPRIATIONS,building projects,part of,building projects
Article 266  Specific provisions regarding building projects,"('the building', 'instance of', 'global programming')",TITLE XV ADMINISTRATIVE APPROPRIATIONS,the building,instance of,global programming
Article 266  Specific provisions regarding building projects,"('the building projects', 'instance of', 'global programming')",TITLE XV ADMINISTRATIVE APPROPRIATIONS,the building projects,instance of,global programming
Article 266  Specific provisions regarding building projects,"('the union institution', 'owned by', 'union')",TITLE XV ADMINISTRATIVE APPROPRIATIONS,the union institution,owned by,union
Article 270  Amendments to Regulation (EU) No 1296/2013,"('the programme', 'has goal', 'progress axis')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,the programme,has goal,progress axis
Article 270  Amendments to Regulation (EU) No 1296/2013,"('the programme', 'part of', 'eures')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,the programme,part of,eures
Article 270  Amendments to Regulation (EU) No 1296/2013,"('eures', 'facet of', 'the programme')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eures,facet of,the programme
Article 270  Amendments to Regulation (EU) No 1296/2013,"('eures', 'part of', 'the programme')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eures,part of,the programme
Article 270  Amendments to Regulation (EU) No 1296/2013,"('eures', 'part of', 'eures')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eures,part of,eures
Article 270  Amendments to Regulation (EU) No 1296/2013,"('union', 'different from', 'union')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,union,different from,union
Article 270  Amendments to Regulation (EU) No 1296/2013,"('microfinance', 'has use', 'social entrepreneurship')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,microfinance,has use,social entrepreneurship
Article 270  Amendments to Regulation (EU) No 1296/2013,"('article 32', 'published in', 'the union')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,article 32,published in,the union
Article 270  Amendments to Regulation (EU) No 1296/2013,"('crossborder partnerships', 'instance of', 'crossborder partnerships')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,crossborder partnerships,instance of,crossborder partnerships
Article 270  Amendments to Regulation (EU) No 1296/2013,"('social entrepreneurship', 'facet of', 'the programme')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,social entrepreneurship,facet of,the programme
Article 270  Amendments to Regulation (EU) No 1296/2013,"('the union', 'field of work', 'the programme')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,the union,field of work,the programme
Article 271  Amendments to Regulation (EU) No 1301/2013,"('convention concerning the protection of the world cultural and natural heritage', 'significant person', 'unesco')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,convention concerning the protection of the world cultural and natural heritage,significant person,unesco
Article 272  Amendments to Regulation (EU) No 1303/2013,"('union', 'country', 'euratom')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,union,country,euratom
Article 272  Amendments to Regulation (EU) No 1303/2013,"('the esi', 'foundational text', 'esi')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,the esi,foundational text,esi
Article 272  Amendments to Regulation (EU) No 1303/2013,"('public authorities', 'field of this occupation', 'operations')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,public authorities,field of this occupation,operations
Article 272  Amendments to Regulation (EU) No 1303/2013,"('development', 'part of', 'development')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,development,part of,development
Article 272  Amendments to Regulation (EU) No 1303/2013,"('development', 'part of', 'development strategy by prioritising those operations according to those operations')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,development,part of,development strategy by prioritising those operations according to those operations
Article 272  Amendments to Regulation (EU) No 1303/2013,"('article 36', 'authority', 'managing authority')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,article 36,authority,managing authority
Article 272  Amendments to Regulation (EU) No 1303/2013,"('local authorities', 'instance of', 'intermediate bodies')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,local authorities,instance of,intermediate bodies
Article 272  Amendments to Regulation (EU) No 1303/2013,"('regional development bodies', 'instance of', 'intermediate bodies')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,regional development bodies,instance of,intermediate bodies
Article 272  Amendments to Regulation (EU) No 1303/2013,"('efsi', 'foundational text', 'efsi')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,efsi,foundational text,efsi
Article 272  Amendments to Regulation (EU) No 1303/2013,"('esi', 'foundational text', 'treaties')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,esi,foundational text,treaties
Article 272  Amendments to Regulation (EU) No 1303/2013,"('implemen\xadtation tasks', 'external auditor', 'managing authority')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,implemen­tation tasks,external auditor,managing authority
Article 272  Amendments to Regulation (EU) No 1303/2013,"('implemen\xadtation tasks', 'instance of', 'institution')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,implemen­tation tasks,instance of,institution
Article 272  Amendments to Regulation (EU) No 1303/2013,"('managing authority', 'field of this occupation', 'institution')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,managing authority,field of this occupation,institution
Article 272  Amendments to Regulation (EU) No 1303/2013,"('the institution', 'external auditor', 'managing authority')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,the institution,external auditor,managing authority
Article 272  Amendments to Regulation (EU) No 1303/2013,"('the institution', 'instance of', 'institution')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,the institution,instance of,institution
Article 272  Amendments to Regulation (EU) No 1303/2013,"('institution', 'external auditor', 'managing authority')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,institution,external auditor,managing authority
Article 272  Amendments to Regulation (EU) No 1303/2013,"('institution', 'instance of', 'institution')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,institution,instance of,institution
Article 272  Amendments to Regulation (EU) No 1303/2013,"('programme', 'facet of', 'institution')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,programme,facet of,institution
Article 272  Amendments to Regulation (EU) No 1303/2013,"('financial management', 'facet of', 'points')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,financial management,facet of,points
Article 272  Amendments to Regulation (EU) No 1303/2013,"('annex iv', 'supplement to', 'financial instruments')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,annex iv,supplement to,financial instruments
Article 272  Amendments to Regulation (EU) No 1303/2013,"('financial instruments', 'supplement to', 'annex iv')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,financial instruments,supplement to,annex iv
Article 272  Amendments to Regulation (EU) No 1303/2013,"('erdf', 'different from', 'eafrd')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,erdf,different from,eafrd
Article 272  Amendments to Regulation (EU) No 1303/2013,"('eafrd', 'different from', 'erdf')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eafrd,different from,erdf
Article 272  Amendments to Regulation (EU) No 1303/2013,"('eafrd', 'follows', 'erdf')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eafrd,follows,erdf
Article 272  Amendments to Regulation (EU) No 1303/2013,"('union', 'executive body', 'smes')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,union,executive body,smes
Article 272  Amendments to Regulation (EU) No 1303/2013,"('the eib', 'executive body', 'commission')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,the eib,executive body,commission
Article 272  Amendments to Regulation (EU) No 1303/2013,"('esi', 'foundational text', 'eib')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,esi,foundational text,eib
Article 272  Amendments to Regulation (EU) No 1303/2013,"('eib', 'foundational text', 'esi')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eib,foundational text,esi
Article 272  Amendments to Regulation (EU) No 1303/2013,"('eib', 'foundational text', 'eib')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eib,foundational text,eib
Article 272  Amendments to Regulation (EU) No 1303/2013,"('european fund for strategic investments 1', 'used by', 'esi')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,european fund for strategic investments 1,used by,esi
Article 272  Amendments to Regulation (EU) No 1303/2013,"('eib', 'foundational text', 'the efsi')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eib,foundational text,the efsi
Article 272  Amendments to Regulation (EU) No 1303/2013,"('the efsi', 'main regulatory text', 'efsi')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,the efsi,main regulatory text,efsi
Article 272  Amendments to Regulation (EU) No 1303/2013,"('efsi', 'foundational text', 'the efsi')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,efsi,foundational text,the efsi
Article 272  Amendments to Regulation (EU) No 1303/2013,"('programme resources', 'facet of', 'prudential')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,programme resources,facet of,prudential
Article 272  Amendments to Regulation (EU) No 1303/2013,"('investment platform', 'main regulatory text', 'regulation (eu) 20151017')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,investment platform,main regulatory text,regulation (eu) 20151017
Article 272  Amendments to Regulation (EU) No 1303/2013,"('managed account', 'subclass of', 'special purpose vehicle')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,managed account,subclass of,special purpose vehicle
Article 272  Amendments to Regulation (EU) No 1303/2013,"('esi', 'main regulatory text', 'financial regu\xadlation')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,esi,main regulatory text,financial regu­lation
Article 272  Amendments to Regulation (EU) No 1303/2013,"('esi', 'organizer', 'eib')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,esi,organizer,eib
Article 272  Amendments to Regulation (EU) No 1303/2013,"('direct contract', 'follows', 'direct contract')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,direct contract,follows,direct contract
Article 272  Amendments to Regulation (EU) No 1303/2013,"('state aid', 'main regulatory text', 'financial regulation')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,state aid,main regulatory text,financial regulation
Article 272  Amendments to Regulation (EU) No 1303/2013,"('eafrd', 'industry', 'article 38(1).15')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eafrd,industry,article 38(1).15
Article 272  Amendments to Regulation (EU) No 1303/2013,"('the eib', 'foundational text', 'eafrd')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,the eib,foundational text,eafrd
Article 272  Amendments to Regulation (EU) No 1303/2013,"('eu', 'follows', 'regulation')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eu,follows,regulation
Article 272  Amendments to Regulation (EU) No 1303/2013,"('eib', 'owned by', 'shareholderthe')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eib,owned by,shareholderthe
Article 272  Amendments to Regulation (EU) No 1303/2013,"('eib', 'partnership with', 'shareholderthe')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,eib,partnership with,shareholderthe
Article 272  Amendments to Regulation (EU) No 1303/2013,"('regulation (eu) no 13062013', 'facet of', 'eu')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,regulation (eu) no 13062013,facet of,eu
Article 272  Amendments to Regulation (EU) No 1303/2013,"('regulation (eu) no 13062013', 'main regulatory text', 'regulation')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,regulation (eu) no 13062013,main regulatory text,regulation
